,username,tweet4original
8174,palewire,"There's still time for you. We're now at &gt; 2,350 students https://t.co/HuGo72c4ZC https://t.co/pPuBPy5fT4"
8179,AssociatedPress,Thanks to @Poynter and @SamanthaSunne for highlighting our collaboration with the Microsoft Data Journalism Program: https://t.co/bCJvedmFdH
8180,dangillmor,"Data journalism is lacking when it fails to consider concerted Republican campaign to stop people, mostly minoritie?€? https://t.co/fg5nNBS4Mz"
8181,shelholtz,@billspaniel Data journalism tells STORIES from numbers. Check out this year's competition winners. Great stuff! #raganchat
8182,Psythor,Got some super important data journalism hitting @GizmodoUK in nine minutes time.
8183,CFImedias,[#4MAsia] How to kickstart a #datajournalism project? https://t.co/qHhMzUeW5Q https://t.co/Uiza1knV6B
8184,GENinnovate,"Who should be the winner of the #DataJournalism Awards 2017 ""Public choice"" category?
Vote now: #dja2017 #GENsummit https://t.co/CagBHHr5xZ"
8187,AnMilz,jetzt live on stage: Die (Rekord)Data Journalism Awards 2017 hier im livestream https://t.co/PuvxgAasd1 #dja2017?€? https://t.co/I7uynOT572
8189,LNdata,??Muchos finalistas amigos! https://t.co/cim8Y3JIoC
8191,Agenzia_Italia,"= #DataJournalism =
Con la #crisi tagliamo tutto, tranne i videogame https://t.co/gK2HnXd03S"
8192,mediatwit,Video: Why the @washingtonpost wants to automate some #journalism &amp; data stories https://t.co/7KfL3Fonal @RJIFuturesLab @poynter @Niemanlab
8193,infogram,How to measure success in data journalism and other tips from experts at #ddjunconf https://t.co/PPKhBG5WJ8 by?€? https://t.co/YTN1xEZ8X7
8198,YossiGestetner,"????????????
NYT Data team calls #GA06 for Handel 12 minutes after showing that @ossoff can still win #GA6th by as much as 1?€? https://t.co/uYrNADi2r1"
8200,WendyBrandes,MrB representing @ProPublica https://t.co/BgFxbQC6El
8201,Publici,"Welcome to the @PublicI family @Iuliia_Alieva, our new Dow Jones data journalism intern!"
8202,albertocairo,"Ideas collide, magic happens: https://t.co/9LMEICbLpp #digitalHumanities #dataJournalism #ddj #infographics?€? https://t.co/qCbsj3AhTp"
8203,albertocairo,Moltes gr??cies! https://t.co/Ka5Q2seNGI
8204,Rosental,"Data journalists of the world, unite! Sign up to learn Python to analyze money in politics. FREE online course #ddj?€? https://t.co/F3D6IA7z0X"
8207,insopportabile,Tra poco a seguire questo convegno su #datajournalism e monitoraggio civico. Oggi in modalit?? studente. :) https://t.co/6L8ZpxF1db
8209,Internews,June 8th: Join a @SchoolOfData conversation on #datajournalism #ddj with @EvaConstantaras Data is a team sport! https://t.co/3zegRIHu5X
8213,mayasugarman,"Starts in 10 min, check @aajavoices to follow along! https://t.co/bBOPM5gsFV"
8216,rodolfoviana,"@abunchofdata you have just lost a follower. although it is an important story, it is not related to data journalis?€? https://t.co/SjnyPlySjI"
8217,henkvaness,"@lsengers @winnydejong Just found out she lives in same city, the cradle of datajournalism I guess"
8218,LisaArmstrong,At an interesting session on #datajournalism with @tthibo and @MeghanHoyer from @AP #ire2017 #journalism
8219,morisy,Another issue of Data is Plural newsletter is out: https://t.co/3sYUhfiF1E Great source of #FOIA &amp; #datajournalism ideas.
8223,AssociatedPress,Thanks to @Poynter and @SamanthaSunne for highlighting our collaboration with the Microsoft Data Journalism Program: https://t.co/RKBlIhr2Ny
8225,lucatremolada,A High Standard of Data Journalism @24infodata @andreagianotti @FilMastroianni @sapomnia Tableau Public https://t.co/NNadvnBFWm  @tableau
8226,jahnaberry,"Terrific news. This money helps the Ida B. Wells Society provide data journalism, coding &amp; beat-reporting training?€? https://t.co/Y3B0a2gGib"
8227,IJNet,".@SoyData's online #datajournalism course is open to Spanish speakers everywhere ?€? and can be taken at any time:
https://t.co/iXIK3IMBRv"
8230,Bahareh360,Hi @srgspl. I was reading your paper on Data Journalism Ed. Would you be able to share with me the homepage for programs listed if you have?
8231,mberzosa,Estos son los proyectos preclasificados #DJA2017 | #GENSummit https://t.co/JpMVU4qMy5
8235,albertocairo,"Thank you for spreading the word! The more, the merrier!!! #ddj #dataviz https://t.co/2PliOc9b5z"
8236,SusanPage,Kudos to @npenzenstadler @JohnKelly @BySteveReilly https://t.co/cZoSMUmrEA
8237,henkvaness,"Interesting German #ddj #datajournalism project. In 20.000 applications for a house , how many are discriminated? https://t.co/jPBj26IyCF"
8238,datagoid,Pengiriman karya jurnalistik Kompetisi Indonesia Data Driven Journalism tinggal 7 hari lagi. Ayo segera kirimkan ka?€? https://t.co/T13YiJiXkS
8241,LloydsList,"Our information tool allows access to news, analysis and financial data based on public disclosures / our estimates?€? https://t.co/E3z3i5gPbj"
8244,insopportabile,Bravissima @rosybattaglia su #datajournalism. Quanto duro lavoro e passione. Interessante davvero. #openRAS #polcoming
8245,Bahareh360,Can Data Journalism help with higher quality news? @datajconf may be a place to go to find out. #dnr17 @BAItweets. https://t.co/UewFAIjJsN.
8247,kbmiami,Tweet it twice. #BeTwiceAsGood #Trust Investigative and data journalism training for people of color. @knightfdn?€? https://t.co/jNnzJtyYSN
8248,dancow,"@derekwillis But to be serious serious, more broadly, data journalism scope always runs into hard problems of naming things and caching..."
8251,Markgsparrow,@GarethSoye I hate to ask but what is data journalism? I'm afraid to Google it.
8252,albertocairo,Reminder! https://t.co/kDzCgf9LsH
8258,EngnRoom,"""How to measure success in data journalism and other tips from experts at the Data Journalism Unconference 2017"":?€? https://t.co/sgPQQgVdMo"
8259,richjm,"Good luck to Telegraph data powerhouses @Ashley_J_Kirk and @Patrick_E_Scott, both nominated at tonight's Data Journalism Awards   #ddj"
8260,kbmiami,.@ellencrooke weve been stuck in this formula for decades We need 2 do great digital first storytelling #datajournalism @tegna #IRE17
8261,OliviaCrellin,Great visual &amp; data journalism by my @columbiajourn classmate @caelainnbarr on how &amp; where Conservatives lost seats?€? https://t.co/BTDOpmivns
8265,baxiabhishek,"Totally looking forward to taking the Data Journalism workshop at the #MSDataSummit. Love data, and want to dig and visualize smarter."
8267,InaJaffeNPR,Congrats 2 my NPR colleagues 4 winning Data Journalism Award 4 live fact-check 1st Trump-Clinton debate. 17 million views. #WeMakeNPR
8269,gijnAfrica,Tools: How to create a #data journalism team: tips for bringing programmers and journalists together https://t.co/WjHwkwAOL8 #GIJNtools #ddj
8270,AssociatedPress,Thanks to @Poynter and @SamanthaSunne for highlighting our collaboration with the Microsoft Data Journalism Program: https://t.co/BcKx8p8B37
8272,dangillmor,Glad to be speaking at Digital Humanities and Data Journalism gathering in September.... https://t.co/VTmm2bLKU2
8277,mtdukes,"@knowtheory @documentcloud And/or, join me for discussion about how to build a computer-assisted reporting communit?€? https://t.co/0Rxs5YB5JP"
8282,TelegraphWorks,Well done to @Ashley_J_Kirk who has been nominated for 'Best individual portfolio' at the Global Data Journalism awards
8285,APStylebook,"The 2017 Stylebook includes a new chapter on data journalism. Troy Thibodeaux, data journalism team editor, shares?€? https://t.co/gRiN61FPle"
8288,rte,.@googlenewslab &amp; @rte sponsor European Data Journalism Conference @datajconf #dataconf @UCD_iSchool @Bahareh360 https://t.co/La6ojX4XtL
8291,hannahsarney,New tool from Google helps you to visualise data using GIFs https://t.co/SD7miCZIwz https://t.co/l9pyVRMwjP
8293,stephentall,And here's the Nate Silver-type data-journalism I'd like to see in the future https://t.co/bbnFJ5XUMq https://t.co/wtTVZqCKgE
8298,HankCampbell,That's a win for journalism. My only proud moment was getting a top Journal to change their editorial policy after?€? https://t.co/9uNa9fw6XI
8301,larrykaplow,A Data Journalism award for @NPR real-time fact checks. An effort of dozens of people each time. #WeMakeNPR https://t.co/B3Yq7LHBfq
8303,GENinnovate,???? The #DataJournalism Awards 2017 Ceremony is about to start... ????Watch it live on https://t.co/xMVyqDFtIg #dja2017?€? https://t.co/cwE4aGYG3H
8304,mohamed,Some great projects in the Data Journalism Awards 2017 Public choice award. Vote now!  #dja2017  https://t.co/1Jl4eZ6wBs
8305,ftdata,"Congratulations @jburnmurdoch, best individual portfolio winner at the Data Journalism Awards: https://t.co/U7vA4uAAoD #dja17 #ddj"
8307,no_such_zone,Vote for @WSJGraphics' @HamiltonMusical algorithm for People?€?s Choice #DJA2017! https://t.co/DrUjImQsrX @Lin_Manuel
8308,GENinnovate,The creativity of visual journalism is about data informed journalism not data driven one #NorbertHorvath @VembaCorp #GENSummit
8309,alisongow,Re last #NISHBR tweet https://t.co/vLIIJBoN9h
8311,DearSplenda,@prof_carrington because nate silver is bad at data driven journalism
8315,amandwms,"Data journalism and investigative reporting go well together, says @AnnieWaldman #EWA17 https://t.co/wxtDmsMnNE"
8316,GENinnovate,"How to measure success in #datajournalism, + other tips from experts at the Data Journalism Unconference #ddjUnconf https://t.co/Ose250PWEr"
8317,RebekahLSanders,".@npenzenstadler @BySteveReilly @jkelly3rd spent 6 months cataloging every condo, penthouse and property Trump and?€? https://t.co/ubOiYSOvRF"
8318,GENinnovate,@richardgingras: make it easier for data driven journalism to close the gap between irrational and rational fear #GENSummit
8319,albertocairo,Coming soon! #digitalHumanities #dataJournalism #ddj #dataviz #infographics https://t.co/kDzCgeSaB9
8320,AssociatedPress,Thanks to @Poynter and @SamanthaSunne for highlighting our collaboration with the Microsoft Data Journalism Program: https://t.co/tFWnperI0B
8321,palewire,"Thanks to students like Sally, our @cacivicdata MOOC has topped 2,000 students! You can be next to join. https://t.co/Mvit5FmH5O"
8322,Internews,Starting soon: Join a @SchoolOfData conversation on #datajournalism #ddj with @EvaConstantaras Data is a team sport! https://t.co/3zegRIpSHn
8323,vinodkapri,#NotInMyName https://t.co/uiq4jsqDYM
8324,skoczela,This is making me anxious. Is the wastebasket coming with you? https://t.co/FZAZRlCzuo
8325,EricGordy,An award well deserved! Auguri to @KRIKrs https://t.co/zsUHgDmuBM
8326,OKFN,A #Data Driven Look at #Refugee #Crime in #HongKong https://t.co/hiJlb3WJle - @opendata_hk #opendata?€? https://t.co/uZVocMZAyK
8328,groundviews,"Raised spread of disinformation via social media, need for data-driven, quality journalism, role of satire at?€? https://t.co/8NEaruaCyU"
8329,afrakt,It's the drugs. Amazing data journalism work plus a methods section. https://t.co/2tWOsxUbEj
8330,googlenewslab,Our data editor @smfrogers on why empathy is important to data journalism: https://t.co/hLVS9FTDtl
8331,alexfrangos,Impactful journalism. Kudos to @Birdyword https://t.co/kiQibWpAge
8334,dw_innovation,.@googlenewslab &amp; @ejcnet are going to launch ???€ a new version of the data journalism handbook next year. #ddj  https://t.co/lRbjicpv5D
8338,meltait,"Lots of guys, but hiiiii ???????? @LBlenkinsop!! https://t.co/aPNLVUd1te"
8340,alliebidwell,.@benetwilson: Data journalism is now mainstream. Writing the story is just the start now. Digital storytelling is flourishing. #ewa17
8341,insopportabile,Ora @lauraiannelli racconta il senso del #datajournalism. https://t.co/vn6GWFQi9Q
8342,down2earthindia,Nitin Bajpai of Population Foundation shares his experience of attending our #workshop on #data #journalism.Registe?€? https://t.co/2TbhHyMZzz
8343,anniegowen,"The data journalism site IndiaSpend analyzed cow related violence since 2010, found 97% happened since Modi election https://t.co/iZuyvnrlqb"
8344,gijnAfrica,"Cast your vote in the Public choice category for the online #Data Journalism Awards 2017, featuring #Kenya https://t.co/thwngeFSoc"
8345,AdrianBlancoR,"The Data Journalism Awards winners. Congrats to all! #GENSummit 

https://t.co/MGCGGptcJf"
8348,banditelli,This is bad journalism and I might have to actually do real analysis to talk about this in a real way because this?€? https://t.co/7H4wqViFsc
8353,neo4j,"Panel: #DataJournalism in the #Connected Age ?€? H. Bengtsson, L. Haddou, M. Broussard, F. Lindenberg?€? https://t.co/ecd24jEtFR"
8354,adambanksdotcom,Not sarcastic - genuinely great factual presentation of (limited) economic data. If only there'd been more of this?€? https://t.co/TTFqB6zgOf
8355,albertocairo,This reveals a profound misunderstanding: systematic ethnographic observations generate tons of quality data https://t.co/uI6CGT8bR2
8357,5thEstate,"Week-long #datajournalism boot camp @Ukingsdata w/ @Fvjones drawing to a close. So much data, so many tools, my head hurts."
8358,mberzosa,"ICYMI: Full Data Journalism Awards ceremony #DJA2017 and projects, video on @youtube | #GENSummit https://t.co/yzj3D0JjY9"
8361,UNDP_SEESAC,"Learn about #data #journalism by applying to Data Summer Institute Reloaded in #Tirana, Albania https://t.co/p4sX8YdySL"
8362,WendyBrandes,Happy Minter Dial is hosting the Data Journalism Awards dinner again. He's hilarious. #livetweeting #GENSummit
8364,AmPress,The AP Stylebook now has a chapter devoted to data journalism. Here's our look at the practice and how to dive in:?€? https://t.co/6z9FxT55Nd
8365,syrianews,"Every vote counts.

Almost 10% of UK constituencies are now marginals. I did a data journalism: https://t.co/KtACfxsROa"
8366,ajchavar,Does my Brent Spiner fan blog count as Data journalism?
8368,B_M_Finnigan,@SonnyBunch @zandywithaz @bendreyfuss @andylevy It's good #datajournalism
8369,datagoid,Hai Sobat Data! Pengumpulan Karya Jurnalistik Indonesia Data Driven Journalism 2017 telah DITUTUP! #IDDJ2017 https://t.co/RV7ylTBq2V
8370,LarsWienand,"Gl??ckwunsch Euch! Gro??artig, einmal mehr! https://t.co/AFqU46qZ8B"
8371,GENinnovate,"#DataJournalism Awards 2017
?€?Between these 10 projects, who should get the #dja2017 ""Public Choice"" trophy?
Vote now https://t.co/CagBHHr5xZ"
8372,dancohen,1/ One of the best conferences I went to last year was the Digital Humanities + Data Journalism Symposium @ the University of Miami.
8373,palewire,"Moments ago @cacivicdata's upcoming online class on data analysis with Python topped 1,500 students. Don't miss out! https://t.co/z6t0zD0dIA"
8374,OKFN,Data is a Team Sport: Data-Driven #Journalism https://t.co/B9vXtlxlER #ddj @SchoolOfData #scoda #data #opendata?€? https://t.co/dYIAbNVvvi
8375,APStylebook,"A1 There's much more in the data journalism chapter, of course. What's next, #raganchat?"
8376,Rosental,"Sign up now for our new online course on data journalism: ""Python for Data Journalists: Analyzing Money in Politics?€? https://t.co/PseHnDGwJF"
8378,AssociatedPress,Thanks to @Poynter and @SamanthaSunne for highlighting our collaboration with the Microsoft Data Journalism Program: https://t.co/92jsmPCaFD
8380,mberzosa,Meet this lovely Southern Europe region table! #DJA2017 #datajournalism #GENSummit https://t.co/L2Ze7slvg9 https://t.co/otAhpBfxSk
8381,Richard_Florida,"This is fantastic - merger of journalism, social science &amp; big data analysis ... https://t.co/CLKKQafSg1"
8384,GENinnovate,"The #DJA2017 Ceremony is about to begin ?€? Discover the best projects in #datajournalism #ddj
???? Watch it live now ???? 
https://t.co/pJijI4yHLT"
8385,AnMilz,last chance: vote now! https://t.co/3gvtzberPy
8386,ProPublica,.@ProPublica believes that great journalism can change the world. Congrats to this year?€?s Data Institute grads: https://t.co/WS5zlWuHEw
8387,mariaramirezNY,"El libro de estilo de AP actualizado. ??til. Y desaconseja el uso de la expresi??n ""fake news"". https://t.co/Ki9YVLgxzD"
8388,fel_caldwell,The #Census as 100 people. This is pretty cool @drzax #datajournalism https://t.co/jLXuDF8Yyv
8390,palewire,"Join more than 1,500 others! Also, it's free! https://t.co/BXirM2qXkV"
8391,albertocairo,This looks fantastic https://t.co/AH6rSpfI5Y
8397,Danict89,A new #DataJournalism Handbook v2 is in process: open call for contributors from July 31 https://t.co/HL2dTY6usy?€? https://t.co/DXUVymP7a7
8399,davewiner,Maybe the @NYT or @washingtonpost will do it. https://t.co/pcwdPbnmDG
8400,momblogger,5 Maps that will change how you see the world via Data Driven Journalism https://t.co/M7557aXP72
8401,AP_CorpComm,2017 AP Stylebook includes nearly 200 new or revised entries and new data journalism chapter: https://t.co/Z6TZC6av6b
8402,GENinnovate,"#DataJournalism Awards 2017
?€?Between these 10 projects, who should get the #dja2017 ""Public Choice"" trophy?
Vote now https://t.co/CagBHHr5xZ"
8403,insopportabile,Potete seguire la diretta streaming su #DataJournalism a Sassari. #openRAS #PolComing https://t.co/ed7yu9hAOS
8408,isasun,"Announcement: here is more information on the ""new data journalism handbook"" in cooperation with the @ejcnet #NISHBR https://t.co/LJtpSSZWsT"
8409,Herring_NBA,"@jakewillis88 Not sports admin; no. Will start teaching sports data journalism class in next couple days, though"
8412,Internews,June 8: Join a @SchoolOfData conversation on #datajournalism #ddj with @EvaConstantaras Data is a team sport! https://t.co/3zegRIpSHn
8416,Bahareh360,On @AP stylebook's new guidelines on data. #ddj #data #journalism  https://t.co/TdOom1T18W
8417,whatnuransaid,Packed room of investigative journalists for hands-on SQL training. #IRE17 #data #journalism #lettherebedata https://t.co/xe3rkicwnB
8419,BD_Africa,"International Data Journalism Awards, Public choice winner 2017, Annie Njanja #TOPINBUSINESS https://t.co/YAQ15hNnq2"
8427,K5Greg,A geek out Monday (and Tuesday). This should be fun. Our focus here? Data visualization in journalism. #MSDataSummit https://t.co/MDepeRsebN
8428,ScottCanon,Deep Background on data journalism https://t.co/87zlL0iNwd
8429,ptr_yeung,A real privilege to see @pilhofer take us through a history of data journalism: Computer-assisted reporting to Guar?€? https://t.co/X0FIgpJKju
8430,palewire,"Class starts today. We've just topped 1,900 students ready to learn data analysis with Python and @ProjectJupyter.?€? https://t.co/Ni7rLRZKuR"
8431,Birdyword,Ultimate sellside troll game https://t.co/2uCdMTETlc
8432,chiquiesteban,"Our 1,000 Gold medals project has been shortlisted for #dja2017
Vote is open!
https://t.co/2Rvjg7Xm5r
cc @LazaroGamio @kimsoffen"
8435,gijnAfrica,"Cast your vote in the Public choice category for the online #Data Journalism Awards 2017, featuring #Kenya https://t.co/thwngeFSoc"
8438,albertocairo,"Example of why #digitalHumanities and #dataJournalism have much to learn from each other. Therefore, our conference?€? https://t.co/7gD4QWGf5b"
8440,shelholtz,Back to data journalism. Here's the winner in the investigative category. Compelling! https://t.co/t3nM9NpjpU #raganchat
8441,marklittlenews,And for all of us who care about the future of Irish journalism. Congrats again. https://t.co/eSgMt2OOuW
8444,AmPress,"As the AP Stylebook debuts its chapter on data journalism, here's our review of the practice and how to get started?€? https://t.co/CE9vnUIeXu"
8445,shmcminn,Indoctrinating the youngins https://t.co/OJmxJ6GGhC
8446,GingerGorman,"#journalismtips If you have the chance, study data #journalism and learn to use Excel. You will need it in the future @journalismtips"
8447,albertocairo,Just 2.5 months away! #digitalhumanities #ddj #datajournalism #dataviz https://t.co/b1zmuRGIMx
8449,jburnmurdoch,"Chuffed to stand alongside these stars last night, and mega shout-out to everyone in the field constantly raising t?€? https://t.co/VeZOrzJZNH"
8451,fel_caldwell,@SpencerHowson I'm glad someone enjoyed my graphs! #brightshinythings #datajournalism #thegateway https://t.co/ccpBsDVBiR
8454,devex,"Come work with us! We're hiring a multimedia storyteller with a passion for journalism, data and design: https://t.co/NmoPpJjFTm #devjobs"
8456,KRIKrs,"KRIK je medju finalistima najve??e svetske nagrade za data journalism #DJA2017 

U??ivo #GENsummit :?€? https://t.co/bfmZDPCfNM"
8458,Info_Activism,Count Love: Aggregating US protest data https://t.co/r1QkLc21dZ https://t.co/mHZ7v48VIq
8459,Glink,Checking in at #NAREE17. Listening to how Sandra Fish gets her #data. #journalism
8460,albertocairo,"Always risky to retweet before reading/listening, but I'm sure that this will be really good #dataviz #infographics?€? https://t.co/oCaM20wR0V"
8462,Info_Activism,Open Up Guide: Using Open Data to Combat Corruption https://t.co/4Pcip3G99R
8465,albertocairo,Visual Trumpery (https://t.co/6QC42KYYk3) Atlanta: Aug 31-7pm. Register below #dataviz #infographics #ddj?€? https://t.co/Ey4oqkVLtg
8466,pewjournalism,"Looking for data on social media news use, local news, or concerns abt fake news? Download our media datasets here: https://t.co/2tBXXxdRIO"
8473,Agenzia_Italia,"Avere una #casa sicura e dignitosa ?? sempre pi?? difficile. Anche in Europa - @ogdabaum per #BlogItalia
https://t.co/5xy7LhrXbt"
8475,GENinnovate,@urbslondon combines human-authored data journalism with automation to deliver data-driven stories daily and on a large scale #GENSummit
8476,JNJournalist,Coding + journalism ???? #IRE17 #Python #datajournalism https://t.co/CW0zeXuWIV
8477,LaurenEastonAP,"See how @AP team used data journalism skills, old-fashioned reporting to reveal impact of gerrymandering on democra?€? https://t.co/YnKv8Ioj3u"
8479,cijournalism,#CIJSummer #speakers Aron Pilhofer @pilhofer formerly of @guardian and @nytimes on #data journalism past and presen?€? https://t.co/iTNiLCx8X7
8480,jeremybowers,"ONE OF US
ONE OF US
ONE OF US https://t.co/gHjOHCWvIO"
8482,brodiegal,Data-led journalism &amp; digital journalism ?€???TRI Facts at @AfricaCheck is now offering *excellent* new training courses with @paulyberk (@ me)
8484,GENinnovate,"????Watch the #datajournalism Awards Ceremony LIVE ?€? #dja2017  #GENSummit 
https://t.co/pJijI4yHLT"
8485,profcarroll,Degrading journalism (while helping leak voter and health data all over the place.) Bad day for adtech.?€? https://t.co/Oh37YvvVOB
8487,JohnGushue,"@ianhutchings Yep, it's in the story. You can read more of the data here: https://t.co/ob1JVxUn5M"
8488,AP_CorpComm,Digging into data journalism. Q&amp;A with @AP Interactive Newsroom Technology Editor @tthibo on our blog: https://t.co/6NpXVK9nDc
8489,MissRyley,Hi guys. I'll be running a two-day data bootcamp this fall showing you how to kick some ass with some basic tools t?€? https://t.co/iKeXyChSY2
8491,palewire,"Join more than 1,500 others! https://t.co/2LM7Faxm25"
8494,albertocairo,Registration is open ($99) and Miami is usually lovely in September. Join us! #dataviz #ddj #dataJournalism?€? https://t.co/ZJdPZmsVk0
8497,xocasgv,@ConnectasLab Lo dice @albertocairo aqu??: https://t.co/gKg5yDU3Wh
8500,Agenzia_Italia,"#Bicicletta, 200 anni portati alla grande https://t.co/tc9wYnLsS1"
8503,albertocairo,Doctor https://t.co/MV0rFCNshU
8504,YKLeeAP,It's Saturday and we are at an informative workshop on data journalism by @stiles for @AAJAAsia Seoul members at Me?€? https://t.co/UeB5zfRBg0
8505,digiphile,"Cool way to update a data journalism handbook: 50 authors go to a hack (bookathon?) to co-write, publishing chapter?€? https://t.co/koEV4T1b4h"
8506,knightlab,"Final presentations for Knight Lab Studio class: photogrammetry, chat bots, audience engagement, 360 video, data viz, sensor journalism! ????????????"
8507,Ian_Fraser,Excellent insight into data journalism (and exposure of @policescotland failings) from @marceellison?€? https://t.co/fQG93xLIci
8509,albertocairo,?€?So what happens when you put 45 data journalism experts in a room and get them talking?€? #ddj #dataJournalism?€? https://t.co/GKEPjgS9Fz
8510,YKLeeAP,One important tip from @stiles Don't color women pink! ????????€??€???????????? ?????? ????????€????????? ??????: ????????? ??€??? ????????€ ????????? ??????????????? ?????€????????? https://t.co/uEpB2bbrHc
8517,shelholtz,"When you have a chance, take a look at the 2017 Data Journalism Awards shortlist: https://t.co/7koEYne6X9  #raganchat"
8521,Glink,"""Sometimes in the morning, I really like to mess with #data.""  #naree17 #journalism"
8524,EU_opendata,"Great to see #dja2017 winners from so many countries including Ukraine (1st prize), Serbia, Germany and the UK. https://t.co/7OoUsN00vv"
8525,samblackledge,@bureaulocal @Megan_Lucero @Gareth_Davies09 @MaeveMCC Any local reporters interested in data sharing &amp; collaborativ?€? https://t.co/TXyOxdQHUB
8529,chrishams,Amazing jobs klaxon???? https://t.co/2a3uUWw1x8
8531,AdamSerwer,A good data point for understanding MRC's complaints about coverage and what they think journalism should look like. https://t.co/ku393h47sL
8532,GENinnovate,"Data Journalism Awards 2017 #dja2017 #gensummit
????Watch the ceremony live: https://t.co/pJijI4h6nj https://t.co/HqakysMbe7"
8540,albertocairo,Thanks Dan. Happy to have you again at https://t.co/3Qz66J0V89 https://t.co/4Jd1mwNnG4
8547,derekwillis,This is a very smart move by AP. https://t.co/G5RV8oZ3xD
8551,Rosental,"""Python for Data Journalists: Analyzing Money in Politics:"" Sign up now for this FREE online course with @palewire?€? https://t.co/2cSOPdA9ed"
8553,BD_Africa,Congratulations to @BD_Africa 's Annie Njanja for winning Data Journalism public choice award. @NationMediaGrp?€? https://t.co/kldXyZKk6G
8555,louisebrealey,No women in the top ten journalism 'Influencers' on Twitter. Depressing. 1/2 https://t.co/U6e7qjGJxq
8557,pedroelrey,How to measure success in data journalism and other tips from experts at the Data Journalism - https://t.co/SEPU3p6wYN
8558,damianradcliffe,Video: @chanders with a pithy 7 min take on where data journalism comes from + why it matters https://t.co/gX4HUZDlDS #DDJ cc @UOsojc
8561,ibogost,@cwellmon @mkgold @berrydm @sivavaid What's architecture? What's fire fighting? What's computational linguistics? W?€? https://t.co/pMZzYLpdNF
8564,albertocairo,When you're searching for #ddj #dataJournalism friends like @ronnyrojas and you realize that namesakes are a funny?€? https://t.co/K3rlYSEyuN
8568,albertocairo,"These projects prove that, while journalism is quickly embracing data and coding, some CS courses are embracing jou?€? https://t.co/XtNvBr5HzU"
8569,GENinnovate,Making #data count: #dja2017 winners go for impact?€?12 projects raise standards for journalism that matters https://t.co/G8dJqP5Fic
8578,AssociatedPress,New from AP_CorpComm: Digging into data journalism https://t.co/HgUCYHYSqi
8582,fabianmohr,"""Many argued that big interactive data visualisations aren?€?t always the most successful items on news websites."" https://t.co/A4uKJJNOb8"
8583,rwklose,"Data-driven journalism, circa 1878, finds summer brings joy to the rich, but disease and death to the poor. (Evenin?€? https://t.co/HmE2GpqMfv"
8587,BD_Africa,"International Data Journalism Awards, Public choice winner 2017 #TOPINBUSINESS https://t.co/WUuWVf00Ue"
8588,dataeditor,"If you're teaching a data journalism class and you don't teach data cleaning, you're failing your students. https://t.co/7oL9YaRmu0"
8589,albertocairo,"Maybe time to rename ?€?data journalism?€? as ?€?empirical journalism,?€? as @NateSilver538 John H. McManus (?€? https://t.co/vIeARotXC0"
8591,MissRyley,I'm teaching a weekend bootcamp in Sept on kickass data tools that don't require coding. Sign up now for an early b?€? https://t.co/ibh6CSLu7i
8593,jonkauffman,@beerandnosh Currently looking for source material for hard-hitting data journalism
8595,mayasugarman,For students and teachers: @abtran has a treasure trove of data journalism resources and lessons!?€? https://t.co/wC3PYR93go
8596,albertocairo,1) In case you want to follow our amazing speakers at the #digitalHumanities+#dataJournalism #ddj Symposium:?€? https://t.co/ZYVa7Y7qMy
8600,LisaArmstrong,Just learned about a new #data tool to play with: @MSPowerBI #ire2017 #IRE17 #journalism
8602,kathrynvarn,"""lighthearted data journalism"" https://t.co/ytQKNZWxVq"
8604,dziennikarz,Najbardziej anga??uj??cy twett o #DDJ #Dataviz w ci??gu ostatnich 6h. https://t.co/IAfS3BkaPq
8605,tristandross,this is now going around american football data journalist twitter as an example of bad data journalism ffs
8606,AP_CorpComm,2017 AP Stylebook includes nearly 200 new or revised entries and new data journalism chapter: https://t.co/tcMCsx963F
8607,PedroAGuerr,Um exemplo t??o simples e t??o bom de data journalism do @politico: esta p??gina regista e detalha quem visita Trump n?€? https://t.co/Iglje3pLy4
8609,shelholtz,This year's data journalism awards competition has attracted a lot of great entries. A couple J schools are teaching it. #raganchat
8610,erikrolfsen,@tarajcarman https://t.co/cFOvRI6ZdA
8613,sophieginger,"En preum's, @DataYolo, la classe https://t.co/lOZbavZrxa"
8615,piposerrano,Ready for the Data Journalism Awards in Viena! #GENSummit #Dja2017 https://t.co/MZ5tZsL5S7
8624,OKFN,Announcing our new member: ?€?Caribbean School of Data?€? https://t.co/7LURk4nL59 @SchoolOfData #scoda #caribbean #ddj?€? https://t.co/7Pve8O8qnA
8625,PeterBale,"As befits those behind the #datajournalism awards, here?€?s a #dataviz on #gensummit of @geninnovate #journalism https://t.co/iom2OUxhpr"
8630,walkleys,"Speaking data to power:
Meet Pulitzer finalist, Google data journalism whiz &amp; Storyology 2017 speaker @irenejayliu:?€? https://t.co/zb6NJ0dF9w"
8634,jonhumbert,Doing a dive into open-source #datajournalism with some stats from Stanford. Because I'm that guy. https://t.co/NOJSEE0b80
8638,grvlx001,Really important piece of data journalism - great idea. https://t.co/ZyTyuLEl4r
8639,dw_innovation,@twone2 @YDS_EU @evopez .@evopez now outlining how Know-how from our projects (here #datajournalism) finds its way?€? https://t.co/vQPx28Ysh0
8641,IJNet,"Want to produce data journalism like a pro? Don't miss @Soy_Data's online course, open to Spanish speakers: https://t.co/iXIK3Iv0ZX"
